Found 2030 candidate functions.

[1/2030] Raw: 5.8163 | Validated: 5.8300%
[1007/2030] Raw: 5.4082 | Validated: 5.6324%
[1008/2030] Raw: 5.4082 | Validated: 5.6324%
[1009/2030] Raw: 5.4082 | Validated: 5.6324%
[1010/2030] Raw: 5.4082 | Validated: 5.6324%
[1011/2030] Raw: 5.4082 | Validated: 5.6324%
[1012/2030] Raw: 5.4082 | Validated: 5.6324%
[1013/2030] Raw: 5.4082 | Validated: 5.6324%
[1014/2030] Raw: 5.4082 | Validated: 5.6324%
[1015/2030] Raw: 5.4082 | Validated: 5.6324%
[1016/2030] Raw: 5.4082 | Validated: 5.6324%
[1017/2030] Raw: 5.4082 | Validated: 5.6324%
[1018/2030] Raw: 5.4082 | Validated: 5.6324%
[1019/2030] Raw: 5.4082 | Validated: 5.6324%
[1020/2030] Raw: 5.4082 | Validated: 5.6324%
[1021/2030] Raw: 5.4082 | Validated: 5.6324%
[1022/2030] Raw: 5.4082 | Validated: 5.6324%
[1023/2030] Raw: 5.4082 | Validated: 5.6324%
[1024/2030] Raw: 5.4082 | Validated: 5.6324%
[1025/2030] Raw: 5.4082 | Validated: 5.6324%
[1026/2030] Raw: 5.4082 | Validated: 5.6324%
[1027/2030] Raw: 5.4082 | Validated: 5.6324%
[1028/2030] Raw: 5.4082 | Validated: 5.6324%
[1029/2030] Raw: 5.4082 | Validated: 5.6324%
[1030/2030] Raw: 5.4082 | Validated: 5.6324%
[1031/2030] Raw: 5.4082 | Validated: 5.6324%
[1032/2030] Raw: 5.4082 | Validated: 5.6324%
[1033/2030] Raw: 5.4082 | Validated: 5.6324%
[1034/2030] Raw: 5.4082 | Validated: 5.6324%
[1035/2030] Raw: 5.4082 | Validated: 5.6324%
[1036/2030] Raw: 5.4082 | Validated: 5.6324%
[1037/2030] Raw: 5.4082 | Validated: inf%
[1038/2030] Raw: 5.4082 | Validated: inf%
[1039/2030] Raw: 5.4082 | Validated: inf%
[1040/2030] Raw: 5.4082 | Validated: inf%
[1041/2030] Raw: 5.4082 | Validated: 5.6324%
[1042/2030] Raw: 5.4082 | Validated: 5.6324%
[1043/2030] Raw: 5.4082 | Validated: 5.6324%
[1044/2030] Raw: 5.4082 | Validated: 5.6324%
[1045/2030] Raw: 5.4082 | Validated: 5.6324%
[1046/2030] Raw: 5.4082 | Validated: 5.6324%
[1047/2030] Raw: 5.4082 | Validated: 5.6324%
[1048/2030] Raw: 5.4082 | Validated: 5.6324%
[1049/2030] Raw: 5.4082 | Validated: 5.6324%
[1050/2030] Raw: 5.4082 | Validated: 5.6324%
[1051/2030] Raw: 5.4082 | Validated: 5.6324%
[1052/2030] Raw: 5.4082 | Validated: 5.6324%
[1053/2030] Raw: 5.4082 | Validated: 5.6324%
[1054/2030] Raw: 5.4082 | Validated: 5.6324%
[1055/2030] Raw: 5.4082 | Validated: 5.6324%
[1056/2030] Raw: 7.1429 | Validated: inf%
[1057/2030] Raw: 7.1429 | Validated: 6.7194%
[1058/2030] Raw: 7.1429 | Validated: 6.7194%
[1059/2030] Raw: 7.1429 | Validated: 6.7194%
[1060/2030] Raw: 7.1429 | Validated: 6.7194%
[1061/2030] Raw: 7.1429 | Validated: 6.7194%
[1062/2030] Raw: 7.1429 | Validated: 6.7194%
[1063/2030] Raw: 7.1429 | Validated: 6.7194%
[1064/2030] Raw: 7.1429 | Validated: 6.7194%
[1065/2030] Raw: 7.1429 | Validated: 6.7194%
[1066/2030] Raw: 7.1429 | Validated: 6.7194%
[1067/2030] Raw: 7.1429 | Validated: 6.7194%
[1068/2030] Raw: 7.1429 | Validated: 6.7194%
[1069/2030] Raw: 7.1429 | Validated: 6.7194%
[1070/2030] Raw: 7.1429 | Validated: 6.7194%
[1071/2030] Raw: 7.1429 | Validated: 6.7194%
[1072/2030] Raw: 7.1429 | Validated: 6.7194%
[1073/2030] Raw: 7.1429 | Validated: 6.7194%
[1074/2030] Raw: 7.1429 | Validated: 6.7194%
[1075/2030] Raw: 7.1429 | Validated: 6.7194%
[1076/2030] Raw: 7.1429 | Validated: 6.7194%
[1077/2030] Raw: 7.1429 | Validated: 6.7194%
[1078/2030] Raw: 7.0408 | Validated: 6.9664%
[1079/2030] Raw: 7.1429 | Validated: 6.7194%
[1080/2030] Raw: 7.1429 | Validated: 6.7194%
[1081/2030] Raw: 7.1429 | Validated: 6.7194%
[1082/2030] Raw: 7.0408 | Validated: 6.9664%
[1083/2030] Raw: 6.8367 | Validated: 6.5711%
[1084/2030] Raw: 7.1429 | Validated: 6.7194%
[1085/2030] Raw: 6.8367 | Validated: 6.5711%
[1086/2030] Raw: 7.0408 | Validated: 6.9664%
[1087/2030] Raw: 6.8367 | Validated: 6.5711%
[1088/2030] Raw: 7.1429 | Validated: 6.7194%
[1089/2030] Raw: 6.8367 | Validated: 6.5711%
[1090/2030] Raw: 6.8367 | Validated: 6.5711%
[1091/2030] Raw: 7.0408 | Validated: 6.9664%
[1092/2030] Raw: 7.1429 | Validated: inf%
[1093/2030] Raw: 6.8367 | Validated: inf%
[1094/2030] Raw: 7.0408 | Validated: inf%
[1095/2030] Raw: 6.8367 | Validated: inf%
[1096/2030] Raw: 6.8367 | Validated: 6.5711%
[1097/2030] Raw: 6.8367 | Validated: 6.5711%
[1098/2030] Raw: 6.8367 | Validated: 6.5711%
[1099/2030] Raw: 6.8367 | Validated: 6.5711%
[1100/2030] Raw: 6.8367 | Validated: 6.5711%
[1101/2030] Raw: 6.8367 | Validated: 6.5711%
[1102/2030] Raw: 6.8367 | Validated: 6.5711%
[1103/2030] Raw: 6.8367 | Validated: 6.5711%
[1104/2030] Raw: 6.8367 | Validated: 6.5711%
[1105/2030] Raw: 6.8367 | Validated: 6.5711%
[1106/2030] Raw: 6.8367 | Validated: inf%
[1107/2030] Raw: 6.8367 | Validated: 6.5711%
[1108/2030] Raw: 6.8367 | Validated: 6.5711%
[1109/2030] Raw: 6.8367 | Validated: 6.5711%
[1110/2030] Raw: 6.8367 | Validated: 6.5711%
[1111/2030] Raw: 6.8367 | Validated: 6.5711%
[1112/2030] Raw: 6.8367 | Validated: 6.5711%
[1113/2030] Raw: 6.8367 | Validated: 6.5711%
[1114/2030] Raw: 6.8367 | Validated: 6.5711%
[1115/2030] Raw: 6.8367 | Validated: 6.5711%
[1116/2030] Raw: 6.8367 | Validated: 6.5711%
[1117/2030] Raw: 6.8367 | Validated: 6.5711%
[1118/2030] Raw: 6.8367 | Validated: 6.5711%
[1119/2030] Raw: 6.8367 | Validated: 6.5711%
[1120/2030] Raw: 6.8367 | Validated: 6.5711%
[1121/2030] Raw: 6.8367 | Validated: 6.5711%
[1122/2030] Raw: 6.8367 | Validated: 6.5711%
[1123/2030] Raw: 6.8367 | Validated: 6.5711%
[1124/2030] Raw: 6.8367 | Validated: inf%
[1125/2030] Raw: 6.8367 | Validated: 6.5711%
[1126/2030] Raw: 6.8367 | Validated: 6.5711%
[1127/2030] Raw: 6.8367 | Validated: 6.5711%
[1128/2030] Raw: 6.8367 | Validated: 6.5711%
[1129/2030] Raw: 6.8367 | Validated: 6.5711%
[1130/2030] Raw: 6.8367 | Validated: inf%
[1131/2030] Raw: 6.8367 | Validated: inf%
[1132/2030] Raw: 6.8367 | Validated: 6.5711%
[1133/2030] Raw: 6.8367 | Validated: 6.5711%
[1134/2030] Raw: 6.8367 | Validated: inf%
[1135/2030] Raw: 6.8367 | Validated: inf%
[1136/2030] Raw: 6.8367 | Validated: 6.5711%
[1137/2030] Raw: 6.8367 | Validated: 6.5711%
[1138/2030] Raw: 6.8367 | Validated: 6.5711%
[1139/2030] Raw: 6.8367 | Validated: 6.5711%
[1140/2030] Raw: 6.8367 | Validated: 6.5711%
[1141/2030] Raw: 6.8367 | Validated: 6.5711%
[1142/2030] Raw: 6.8367 | Validated: 6.5711%
[1143/2030] Raw: 6.8367 | Validated: 6.5711%
[1144/2030] Raw: 6.8367 | Validated: 6.5711%
[1145/2030] Raw: 6.8367 | Validated: 6.5711%
[1146/2030] Raw: 6.8367 | Validated: 6.5711%
[1147/2030] Raw: 6.8367 | Validated: 6.5711%
[1148/2030] Raw: 6.8367 | Validated: 6.5711%
[1149/2030] Raw: 6.8367 | Validated: 6.5711%
[1150/2030] Raw: 6.8367 | Validated: 6.5711%
[1151/2030] Raw: 6.8367 | Validated: 6.5711%
[1152/2030] Raw: 6.8367 | Validated: 6.5711%
[1153/2030] Raw: 6.8367 | Validated: inf%
[1154/2030] Raw: 6.8367 | Validated: 6.5711%
[1155/2030] Raw: 6.8367 | Validated: 6.5711%
[1156/2030] Raw: 6.8367 | Validated: 6.5711%
[1157/2030] Raw: 6.8367 | Validated: 6.5711%
[1158/2030] Raw: 6.8367 | Validated: 6.5711%
[1159/2030] Raw: 6.8367 | Validated: 6.5711%
[1160/2030] Raw: 6.8367 | Validated: 6.5711%
[1161/2030] Raw: 6.8367 | Validated: 6.5711%
[1162/2030] Raw: 6.8367 | Validated: 6.5711%
[1163/2030] Raw: 6.8367 | Validated: 6.5711%
[1164/2030] Raw: 6.8367 | Validated: 6.5711%
[1165/2030] Raw: 6.8367 | Validated: 6.5711%
[1166/2030] Raw: 6.8367 | Validated: 6.5711%
[1167/2030] Raw: 6.8367 | Validated: inf%
[1168/2030] Raw: 6.8367 | Validated: 6.5711%
[1169/2030] Raw: 6.8367 | Validated: 6.5711%
[1170/2030] Raw: 6.8367 | Validated: 6.5711%
[1171/2030] Raw: 6.8367 | Validated: 6.5711%
[1172/2030] Raw: 6.8367 | Validated: inf%
[1173/2030] Raw: 6.8367 | Validated: 6.5711%
[1174/2030] Raw: 6.8367 | Validated: inf%
[1175/2030] Raw: 6.8367 | Validated: inf%
[1176/2030] Raw: 6.8367 | Validated: 6.5711%
[1177/2030] Raw: 6.8367 | Validated: 6.5711%
[1178/2030] Raw: 6.8367 | Validated: 6.5711%
[1179/2030] Raw: 6.8367 | Validated: 6.5711%
[1180/2030] Raw: 6.8367 | Validated: 6.5711%
[1181/2030] Raw: 6.8367 | Validated: inf%
[1182/2030] Raw: 6.8367 | Validated: 6.5711%
[1183/2030] Raw: 6.8367 | Validated: 6.5711%
[1184/2030] Raw: 6.8367 | Validated: 6.5711%
[1185/2030] Raw: 6.8367 | Validated: 6.5711%
[1186/2030] Raw: 6.8367 | Validated: 6.5711%
[1187/2030] Raw: 6.8367 | Validated: 6.5711%
[1188/2030] Raw: 6.8367 | Validated: 6.5711%
[1189/2030] Raw: 6.8367 | Validated: 6.5711%
[1190/2030] Raw: 6.8367 | Validated: 6.5711%
[1191/2030] Raw: 6.8367 | Validated: 6.5711%
[1192/2030] Raw: 6.8367 | Validated: 6.5711%
[1193/2030] Raw: 6.8367 | Validated: 6.5711%
[1194/2030] Raw: 6.8367 | Validated: inf%
[1195/2030] Raw: 6.8367 | Validated: 6.5711%
[1196/2030] Raw: 6.8367 | Validated: 6.5711%
[1197/2030] Raw: 6.8367 | Validated: 6.5711%
[1198/2030] Raw: 6.8367 | Validated: 6.5711%
[1199/2030] Raw: 6.8367 | Validated: 6.5711%
[1200/2030] Raw: 6.8367 | Validated: 6.5711%
[1201/2030] Raw: 6.8367 | Validated: 6.5711%
[1202/2030] Raw: 6.8367 | Validated: 6.5711%
[1203/2030] Raw: 6.8367 | Validated: 6.5711%
[1204/2030] Raw: 6.8367 | Validated: 6.5711%
[1205/2030] Raw: 6.8367 | Validated: 6.5711%
[1206/2030] Raw: 6.8367 | Validated: 6.5711%
[1207/2030] Raw: 6.8367 | Validated: 6.5711%
[1208/2030] Raw: 6.8367 | Validated: 6.5711%
[1209/2030] Raw: 6.8367 | Validated: 6.5711%
[1210/2030] Raw: 6.8367 | Validated: 6.5711%
[1211/2030] Raw: 6.8367 | Validated: inf%
[1212/2030] Raw: 6.8367 | Validated: inf%
[1213/2030] Raw: 6.8367 | Validated: 6.5711%
[1214/2030] Raw: 6.8367 | Validated: inf%
[1215/2030] Raw: 6.8367 | Validated: inf%
[1216/2030] Raw: 6.8367 | Validated: 6.5711%
[1217/2030] Raw: 6.8367 | Validated: 6.5711%
[1218/2030] Raw: 6.8367 | Validated: 6.5711%
[1219/2030] Raw: 6.8367 | Validated: 6.5711%
[1220/2030] Raw: 6.8367 | Validated: 6.5711%
[1221/2030] Raw: 6.8367 | Validated: 6.5711%
[1222/2030] Raw: 6.8367 | Validated: 6.5711%
[1223/2030] Raw: 6.8367 | Validated: 6.5711%
[1224/2030] Raw: 6.8367 | Validated: 6.5711%
[1225/2030] Raw: 6.8367 | Validated: 6.5711%
[1226/2030] Raw: 6.8367 | Validated: 6.5711%
[1227/2030] Raw: 6.8367 | Validated: 6.5711%
[1228/2030] Raw: 6.8367 | Validated: 6.5711%
[1229/2030] Raw: 6.8367 | Validated: 6.5711%
[1230/2030] Raw: 6.8367 | Validated: 6.5711%
[1231/2030] Raw: 6.8367 | Validated: 6.5711%
[1232/2030] Raw: 6.8367 | Validated: 6.5711%
[1233/2030] Raw: 6.8367 | Validated: 6.5711%
[1234/2030] Raw: 6.8367 | Validated: 6.5711%
[1235/2030] Raw: 6.8367 | Validated: 6.5711%
[1236/2030] Raw: 6.8367 | Validated: 6.5711%
[1237/2030] Raw: 6.8367 | Validated: 6.5711%
[1238/2030] Raw: 6.8367 | Validated: 6.5711%
[1239/2030] Raw: 6.8367 | Validated: 6.5711%
[1240/2030] Raw: 6.8367 | Validated: 6.5711%
[1241/2030] Raw: 6.8367 | Validated: 6.5711%
[1242/2030] Raw: 6.8367 | Validated: 6.5711%
[1243/2030] Raw: 6.8367 | Validated: 6.5711%
[1244/2030] Raw: 6.8367 | Validated: 6.5711%
[1245/2030] Raw: 6.8367 | Validated: 6.5711%
[1246/2030] Raw: 6.8367 | Validated: 6.5711%
[1247/2030] Raw: 6.8367 | Validated: 6.5711%
[1248/2030] Raw: 6.8367 | Validated: 6.5711%
[1249/2030] Raw: 6.8367 | Validated: 6.5711%
[1250/2030] Raw: 6.8367 | Validated: 6.5711%
[1251/2030] Raw: 6.8367 | Validated: 6.5711%
[1252/2030] Raw: 6.8367 | Validated: inf%
[1253/2030] Raw: 6.8367 | Validated: inf%
[1254/2030] Raw: 6.8367 | Validated: inf%
[1255/2030] Raw: 6.8367 | Validated: inf%
[1256/2030] Raw: 6.8367 | Validated: 6.5711%
[1257/2030] Raw: 6.8367 | Validated: 6.5711%
[1258/2030] Raw: 6.8367 | Validated: 6.5711%
[1259/2030] Raw: 6.8367 | Validated: 6.5711%
[1260/2030] Raw: 6.8367 | Validated: 6.5711%
[1261/2030] Raw: 6.8367 | Validated: 6.5711%
[1262/2030] Raw: 6.8367 | Validated: 6.5711%
[1263/2030] Raw: 6.8367 | Validated: 6.5711%
[1264/2030] Raw: 6.8367 | Validated: 6.5711%
[1265/2030] Raw: 6.8367 | Validated: 6.5711%
[1266/2030] Raw: 6.8367 | Validated: 6.5711%
[1267/2030] Raw: 6.8367 | Validated: 6.5711%
[1268/2030] Raw: 6.8367 | Validated: 6.5711%
[1269/2030] Raw: 6.8367 | Validated: 6.5711%
[1270/2030] Raw: 6.8367 | Validated: 6.5711%
[1271/2030] Raw: 6.8367 | Validated: 6.5711%
[1272/2030] Raw: 6.8367 | Validated: 6.5711%
[1273/2030] Raw: 6.8367 | Validated: 6.5711%
[1274/2030] Raw: 6.8367 | Validated: 6.5711%
[1275/2030] Raw: 6.8367 | Validated: 6.5711%
[1276/2030] Raw: 6.8367 | Validated: 6.5711%
[1277/2030] Raw: 6.8367 | Validated: 6.5711%
[1278/2030] Raw: 6.8367 | Validated: 6.5711%
[1279/2030] Raw: 6.8367 | Validated: 6.5711%
[1280/2030] Raw: 6.8367 | Validated: 6.5711%
[1281/2030] Raw: 6.8367 | Validated: 6.5711%
[1282/2030] Raw: 6.8367 | Validated: 6.5711%
[1283/2030] Raw: 6.8367 | Validated: 6.5711%
[1284/2030] Raw: 6.8367 | Validated: 6.5711%
[1285/2030] Raw: 6.8367 | Validated: 6.5711%
[1286/2030] Raw: 6.8367 | Validated: 6.5711%
[1287/2030] Raw: 6.8367 | Validated: 6.5711%
[1288/2030] Raw: 6.8367 | Validated: 6.5711%
[1289/2030] Raw: 6.8367 | Validated: 6.5711%
[1290/2030] Raw: 6.8367 | Validated: inf%
[1291/2030] Raw: 6.8367 | Validated: 6.5711%
[1292/2030] Raw: 6.8367 | Validated: 6.5711%
[1293/2030] Raw: 6.8367 | Validated: 6.5711%
[1294/2030] Raw: 6.8367 | Validated: inf%
[1295/2030] Raw: 6.8367 | Validated: inf%
[1296/2030] Raw: 6.8367 | Validated: 6.5711%
[1297/2030] Raw: 6.8367 | Validated: 6.5711%
[1298/2030] Raw: 6.8367 | Validated: 6.5711%
[1299/2030] Raw: 6.8367 | Validated: 6.5711%
[1300/2030] Raw: 6.8367 | Validated: 6.5711%
[1301/2030] Raw: 6.8367 | Validated: 6.5711%
[1302/2030] Raw: 6.8367 | Validated: 6.5711%
[1303/2030] Raw: 6.8367 | Validated: 6.5711%
[1304/2030] Raw: 6.8367 | Validated: 6.5711%
[1305/2030] Raw: 6.8367 | Validated: 6.5711%
[1306/2030] Raw: 6.8367 | Validated: inf%
[1307/2030] Raw: 6.8367 | Validated: 6.5711%
[1308/2030] Raw: 6.8367 | Validated: 6.5711%
[1309/2030] Raw: 6.8367 | Validated: 6.5711%
[1310/2030] Raw: 6.8367 | Validated: 6.5711%
[1311/2030] Raw: 6.8367 | Validated: 6.5711%
[1312/2030] Raw: 6.8367 | Validated: 6.5711%
[1313/2030] Raw: 6.8367 | Validated: 6.5711%
[1314/2030] Raw: 6.8367 | Validated: 6.5711%
[1315/2030] Raw: 6.8367 | Validated: inf%
[1316/2030] Raw: 6.8367 | Validated: 6.5711%
[1317/2030] Raw: 6.8367 | Validated: 6.5711%
[1318/2030] Raw: 6.8367 | Validated: inf%
[1319/2030] Raw: 6.8367 | Validated: 6.5711%
[1320/2030] Raw: 6.8367 | Validated: 6.5711%
[1321/2030] Raw: 6.8367 | Validated: 6.5711%
[1322/2030] Raw: 6.8367 | Validated: 6.5711%
[1323/2030] Raw: 6.8367 | Validated: 6.5711%
[1324/2030] Raw: 6.8367 | Validated: 6.5711%
[1325/2030] Raw: 6.8367 | Validated: 6.5711%
[1326/2030] Raw: 6.8367 | Validated: 6.6206%
[1327/2030] Raw: 6.8367 | Validated: 6.5711%
[1328/2030] Raw: 6.8367 | Validated: 6.5711%
[1329/2030] Raw: 6.8367 | Validated: 6.5711%
[1330/2030] Raw: 6.8367 | Validated: 6.6206%
[1331/2030] Raw: 6.8367 | Validated: inf%
[1332/2030] Raw: 6.8367 | Validated: 6.5711%
[1333/2030] Raw: 6.8367 | Validated: inf%
[1334/2030] Raw: 6.8367 | Validated: 6.6206%
[1335/2030] Raw: 6.8367 | Validated: inf%
[1336/2030] Raw: 6.8367 | Validated: inf%
[1337/2030] Raw: 6.8367 | Validated: 6.5711%
[1338/2030] Raw: 6.8367 | Validated: 6.6206%
[1339/2030] Raw: 6.8367 | Validated: 6.5711%
[1340/2030] Raw: 6.8367 | Validated: 6.5711%
[1341/2030] Raw: 6.8367 | Validated: 6.5711%
[1342/2030] Raw: 6.8367 | Validated: 6.6206%
[1343/2030] Raw: 6.8367 | Validated: 6.5711%
[1344/2030] Raw: 6.8367 | Validated: 6.6206%
[1345/2030] Raw: 6.8367 | Validated: 6.5711%
[1346/2030] Raw: 6.8367 | Validated: 6.6206%
[1347/2030] Raw: 6.8367 | Validated: 6.5711%
[1348/2030] Raw: 6.8367 | Validated: 6.5711%
[1349/2030] Raw: 6.8367 | Validated: 6.6206%
[1350/2030] Raw: 6.8367 | Validated: 6.6206%
[1351/2030] Raw: 6.8367 | Validated: 6.5711%
[1352/2030] Raw: 6.8367 | Validated: 6.5711%
[1353/2030] Raw: 6.8367 | Validated: 6.6206%
[1354/2030] Raw: 6.8367 | Validated: 6.6206%
[1355/2030] Raw: 6.8367 | Validated: 6.5711%
[1356/2030] Raw: 6.8367 | Validated: 6.5711%
[1357/2030] Raw: 6.8367 | Validated: 6.6206%
[1358/2030] Raw: 6.8367 | Validated: 6.6206%
[1359/2030] Raw: 6.8367 | Validated: 6.5711%
[1360/2030] Raw: 6.8367 | Validated: 6.5711%
[1361/2030] Raw: 6.8367 | Validated: 6.6206%
[1362/2030] Raw: 6.8367 | Validated: 6.6206%
[1363/2030] Raw: 6.8367 | Validated: 6.5711%
[1364/2030] Raw: 6.8367 | Validated: 6.5711%
[1365/2030] Raw: 6.8367 | Validated: 6.6206%
[1366/2030] Raw: 6.8367 | Validated: 6.6206%
[1367/2030] Raw: 6.8367 | Validated: 6.5711%
[1368/2030] Raw: 6.7347 | Validated: 6.9170%
[1369/2030] Raw: 6.8367 | Validated: 6.6206%
[1370/2030] Raw: 6.8367 | Validated: 6.6206%
[1371/2030] Raw: 6.8367 | Validated: 6.5711%
[1372/2030] Raw: 6.7347 | Validated: inf%
[1373/2030] Raw: 6.8367 | Validated: inf%
[1374/2030] Raw: 6.8367 | Validated: inf%
[1375/2030] Raw: 6.8367 | Validated: inf%
[1376/2030] Raw: 6.7347 | Validated: 6.9170%
[1377/2030] Raw: 6.8367 | Validated: 6.6206%
[1378/2030] Raw: 6.8367 | Validated: 6.6206%
[1379/2030] Raw: 6.7347 | Validated: 6.9170%
[1380/2030] Raw: 6.7347 | Validated: 6.9170%
[1381/2030] Raw: 6.8367 | Validated: 6.6206%
[1382/2030] Raw: 6.8367 | Validated: 6.6206%
[1383/2030] Raw: 6.7347 | Validated: 6.9170%
[1384/2030] Raw: 6.7347 | Validated: 6.9170%
[1385/2030] Raw: 6.8367 | Validated: 6.6206%
[1386/2030] Raw: 6.8367 | Validated: 6.6206%
[1387/2030] Raw: 6.7347 | Validated: 6.9170%
[1388/2030] Raw: 6.7347 | Validated: 6.9170%
[1389/2030] Raw: 6.8367 | Validated: 6.6206%
[1390/2030] Raw: 6.8367 | Validated: 6.6206%
[1391/2030] Raw: 6.7347 | Validated: 6.9170%
[1392/2030] Raw: 6.7347 | Validated: 6.9170%
[1393/2030] Raw: 6.8367 | Validated: 6.6206%
[1394/2030] Raw: 6.8367 | Validated: 6.6206%
[1395/2030] Raw: 6.7347 | Validated: 6.9170%
[1396/2030] Raw: 6.7347 | Validated: 6.9170%
[1397/2030] Raw: 6.8367 | Validated: 6.5711%
[1398/2030] Raw: 6.8367 | Validated: 6.6206%
[1399/2030] Raw: 6.7347 | Validated: 6.9170%
[1400/2030] Raw: 6.7347 | Validated: 6.9170%
[1401/2030] Raw: 6.8367 | Validated: 6.5711%
[1402/2030] Raw: 6.8367 | Validated: inf%
[1403/2030] Raw: 6.7347 | Validated: 6.9170%
[1404/2030] Raw: 6.7347 | Validated: 6.9170%
[1405/2030] Raw: 6.8367 | Validated: 6.5711%
[1406/2030] Raw: 6.8367 | Validated: 6.6206%
[1407/2030] Raw: 6.7347 | Validated: 6.9170%
[1408/2030] Raw: 6.7347 | Validated: 6.9170%
[1409/2030] Raw: 6.8367 | Validated: 6.5711%
[1410/2030] Raw: 6.8367 | Validated: 6.6206%
[1411/2030] Raw: 6.7347 | Validated: inf%
[1412/2030] Raw: 6.7347 | Validated: 6.9170%
[1413/2030] Raw: 6.8367 | Validated: 6.5711%
[1414/2030] Raw: 6.8367 | Validated: inf%
[1415/2030] Raw: 6.7347 | Validated: inf%
[1416/2030] Raw: 6.7347 | Validated: 6.9170%
[1417/2030] Raw: 6.5306 | Validated: 5.8300%
[1418/2030] Raw: 6.7347 | Validated: 6.9170%
[1419/2030] Raw: 6.7347 | Validated: 6.9170%
[1420/2030] Raw: 6.7347 | Validated: 6.8182%
[1421/2030] Raw: 6.5306 | Validated: 5.8300%
[1422/2030] Raw: 6.7347 | Validated: 6.9170%
[1423/2030] Raw: 6.7347 | Validated: 6.9170%
[1424/2030] Raw: 6.7347 | Validated: 6.9170%
[1425/2030] Raw: 6.5306 | Validated: 5.8300%
[1426/2030] Raw: 6.7347 | Validated: 6.9170%
[1427/2030] Raw: 6.7347 | Validated: 6.9170%
[1428/2030] Raw: 6.7347 | Validated: 6.9170%
[1429/2030] Raw: 6.5306 | Validated: 5.8300%
[1430/2030] Raw: 6.7347 | Validated: 6.9170%
[1431/2030] Raw: 6.7347 | Validated: 6.9170%
[1432/2030] Raw: 6.7347 | Validated: 6.9170%
[1433/2030] Raw: 6.5306 | Validated: 5.8300%
[1434/2030] Raw: 6.7347 | Validated: 6.9170%
[1435/2030] Raw: 6.7347 | Validated: 6.9170%
[1436/2030] Raw: 6.7347 | Validated: 6.9170%
[1437/2030] Raw: 6.5306 | Validated: 5.8300%
[1438/2030] Raw: 6.7347 | Validated: 6.9170%
[1439/2030] Raw: 6.7347 | Validated: 6.9170%
[1440/2030] Raw: 6.7347 | Validated: 6.9170%
[1441/2030] Raw: 6.5306 | Validated: 5.8300%
[1442/2030] Raw: 6.7347 | Validated: 6.9170%
[1443/2030] Raw: 6.7347 | Validated: 6.9170%
[1444/2030] Raw: 6.7347 | Validated: 6.9170%
[1445/2030] Raw: 6.5306 | Validated: 5.8300%
[1446/2030] Raw: 6.7347 | Validated: 6.9170%
[1447/2030] Raw: 6.7347 | Validated: 6.9170%
[1448/2030] Raw: 6.7347 | Validated: 6.9170%
[1449/2030] Raw: 6.5306 | Validated: 5.8300%
[1450/2030] Raw: 6.7347 | Validated: 6.9170%
[1451/2030] Raw: 6.7347 | Validated: 6.9170%
[1452/2030] Raw: 6.7347 | Validated: inf%
[1453/2030] Raw: 6.5306 | Validated: 5.8300%
[1454/2030] Raw: 6.7347 | Validated: inf%
[1455/2030] Raw: 6.7347 | Validated: inf%
[1456/2030] Raw: 6.5306 | Validated: 5.8300%
[1457/2030] Raw: 6.7347 | Validated: 6.9170%
[1458/2030] Raw: 6.5306 | Validated: 5.8300%
[1459/2030] Raw: 6.7347 | Validated: 6.9170%
[1460/2030] Raw: 6.4286 | Validated: 5.9289%
[1461/2030] Raw: 6.5306 | Validated: 5.8300%
[1462/2030] Raw: 6.5306 | Validated: 5.8300%
[1463/2030] Raw: 6.7347 | Validated: 6.9170%
[1464/2030] Raw: 6.4286 | Validated: 5.9289%
[1465/2030] Raw: 6.5306 | Validated: 5.8300%
[1466/2030] Raw: 6.5306 | Validated: inf%
[1467/2030] Raw: 6.4286 | Validated: 5.9289%
[1468/2030] Raw: 6.7347 | Validated: 6.9170%
[1469/2030] Raw: 6.5306 | Validated: 5.8300%
[1470/2030] Raw: 6.4286 | Validated: 5.9289%
[1471/2030] Raw: 6.7347 | Validated: 6.9170%
[1472/2030] Raw: 6.5306 | Validated: 5.8300%
[1473/2030] Raw: 6.5306 | Validated: 5.8300%
[1474/2030] Raw: 6.4286 | Validated: 5.9289%
[1475/2030] Raw: 6.5306 | Validated: 5.8300%
[1476/2030] Raw: 6.7347 | Validated: inf%
[1477/2030] Raw: 6.4286 | Validated: 5.9289%
[1478/2030] Raw: 6.5306 | Validated: 5.8300%
[1479/2030] Raw: 6.5306 | Validated: 5.8300%
[1480/2030] Raw: 6.4286 | Validated: 5.9289%
[1481/2030] Raw: 6.7347 | Validated: 6.9170%
[1482/2030] Raw: 6.5306 | Validated: 5.8300%
[1483/2030] Raw: 6.5306 | Validated: 5.8300%
[1484/2030] Raw: 6.5306 | Validated: 5.8300%
[1485/2030] Raw: 6.7347 | Validated: 6.9170%
[1486/2030] Raw: 6.1224 | Validated: 5.9289%
[1487/2030] Raw: 6.5306 | Validated: 5.8300%
[1488/2030] Raw: 6.1224 | Validated: inf%
[1489/2030] Raw: 6.5306 | Validated: 5.8300%
[1490/2030] Raw: 6.7347 | Validated: 6.9170%
[1491/2030] Raw: 6.5306 | Validated: inf%
[1492/2030] Raw: 6.5306 | Validated: 5.8300%
[1493/2030] Raw: 6.7347 | Validated: 6.9170%
